76341 
274
105
28
77338
670
185
354912
103
10494
475557
238
680
13
155
429
550
244786
1891
378064
27205
121
372058
278
496243
62
280
1091
775
149
9323
111
603
600
152532
673
68718
335984
85
13398
115
557
38
